sent_idx,source_tokens,prediction_tokens,tag
8321,"['sống', 'nhanh', 'vậy', 'mng']","['sống', 'nhanh', 'vậy', 'mọi người']","['O', 'O', 'O', 'O']"
8322,"['phê', 'quá', 'hoá', 'điên', '<unk>']","['phê', 'quá', 'hoá', 'điên', '<unk>']","['O', 'O', 'O', 'O']"
8323,"['được', 'anh', 'ơi', '!', 'đón tết cùng mixi']","['được', 'anh', 'ơi', '!', 'đón tết cùng mix<space>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8324,"['@username', 'mấy', 'người', 'hay', 'nói', 'đạo lý', 'thường', 'sống', 'lỗi', 'phải', 'không', 'bạn', '?', ':<unk>']","['@username', 'mấy', 'người', 'hay', 'nói', 'đạo lý', 'thường', 'sống', 'lỗi', 'phải', 'không', 'bạn', '?', ':<unk>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O']"
8325,"['e', 'nge', 'noi', 'chi', 'cua', 'e', 'cua', 'chi', 'co', 'hk', 'chu', 'chi', 'co', 'cai', 'lon', 'gi']","['em', 'nghe', 'nói', 'chị', 'của<space>', 'em', 'của<space>', 'chỉ', 'có', 'không<space>', 'chứ', 'chỉ', 'có', 'cái', 'lớnn', 'gì']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O']"
8326,"['lắm', 'tiền', 'mà', 'đéo', 'bh', 'chịu', 'làm', 'even', 'cho', 'học sinh']","['lắm', 'tiền', 'mà', 'đéo', 'bao', 'chịu', 'làm', 'even', 'cho', 'học sinh']","['O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8327,"['tôi', 'ko', 'nghe', 'tôi', 'ko', 'nghe', ':<unk>']","['tôi', 'không', 'nghe', 'tôi', 'không', 'nghe', ':<unk>']","['O', 'O', 'O', 'O', 'O', 'O']"
8328,"['sân bay', 'chưa', 'xây', 'mà', 'cao', 'tốc', 'kẹt', 'như', 'cơm', 'bữa', '!', 'đường', 'khẩn', 'cấp', 'mà', 'chạy', 'chiếm', 'hết', 'ý', 'thức', '!']","['sân bay', 'chưa', 'xây', 'mà', 'cao', 'tốc', 'kẹt', 'như', 'cơm', 'bữa', '!', 'đường', 'xin', 'cấp', 'mà', 'chạy', 'chiếm', 'hết', 'ý', 'thức', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8329,"['@username', 'nói chuyện', 'thật thà', 'lắm', '.']","['@username', 'nói chuyện', 'thật thà', 'lắm', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8330,"['đéo', 'biết', 'm', 'nổi tiếng', 'như', 'nào', 'nhưng', 'thái độ', 'm', 'đáng', 'tử hình']","['đéo', 'biết', 'mày', 'nổi tiếng', 'như', 'nào', 'nhưng', 'thái độ', 'mày', 'đáng', 'tử hình']","['B-T', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'B-T', 'I-T']"
8331,"['@username', 'thiệt', 'mấy', 'ba', 'mấy', 'má', 'này', 'rãnh', 'hàng', 'gê', ',', 'đang', 'trong', 'thời kì', 'dịch bệnh', 'mà', 'ham', 'bay', 'lắm', '<unk>']","['@username', 'thiệt', 'mấy', 'ba', 'mấy', 'má', 'này', 'rãnh', 'hàng', 'g', ',', 'đang', 'trong', 'thời kì', 'dịch bệnh', 'mà', 'ham', 'bay', 'lắm', '<unk>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8332,"['bởi', 'méo', 'coi', 'phim', 'vn', ',', 'chán', 'vl']","['bởi', 'méo', 'coi', 'phim', 'việt nam', ',', 'chán', 'vl']","['O', 'B-T', 'O', 'O', 'O', 'O', 'B-T']"
8333,"['nạp', 'tiền', 'lần', 'cuối', 'rồi', 'mà', 'a', 'tôi', '<unk>']","['nạp', 'tiền', 'lần', 'cuối', 'rồi', 'mà', 'anh', 'tôi', '<unk>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8334,"['lầy', ""'"", 's', 'suspi', ""'"", 's']","['lầy', '<space>', 'sao', 'supi', ""'"", 'sao']","['O', 'O']"
8335,"['@username', 'ở', 'nhà', 'giúp', 'mẹ', 'giúp', 'cha', ',', 'ở', 'đây', 'soi', 'soi', 'mã', 'cha', 'chúng mày', '<unk>']","['@username', 'ở', 'nhà', 'giúp', 'mẹ', 'giúp', 'cha', ',', 'ở', 'đây', 'soi', 'soi', 'mã', 'cha', 'chúng mày', '<unk>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'O']"
8336,"['shop', 'pe', 'xin', 'hân hạnh', 'tài trợ', 'chương trình', 'này']","['shop', 'bé', 'xin', 'hân hạnh', 'tài trợ', 'chương trình', 'này']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8337,"['@username', 'ghê', 'tr', 'nay', 'văn chương', 'dữ', 'hén']","['@username', 'ghê', 'trời', 'nay', 'văn chương', 'dữ', 'hén']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8338,"['@username', 'đọc', 'cho', 'vui', '=)))']","['@username', 'đọc', 'cho', 'vui', '=)))']","['O', 'O', 'O', 'O', 'O', 'O']"
8339,"['tụi', 'nước ngoài', 'ngu', 'như', 'bò', 'ko', 'có', 'bôi trơn', 'thì', 'sao', 'mà', 'nhận thầu', 'đc']","['tụi', 'nước ngoài', 'ngu', 'như', 'bò', 'không', 'có', 'bôi trơn', 'thì', 'sao', 'mà', 'nhận thầu', 'được<space>']","['O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'B-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'O']"
8340,"['anh', 'lại', 'xạo', 'loz']","['anh', 'lại', 'xạo', 'lồn']","['O', 'O', 'B-T', 'I-T']"
8341,"['viết', 'sai', 'chính tả', 'chứ', 'sao', '<unk>', '<unk>']","['viết', 'sai', 'chính tả', 'chứ', 'sao', '<unk>', '<unk>']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
8342,"['nghe', 'thì', 'nhuyệt', 'huyết', 'nhưng', 'củng', 'không', 'thuyết phục', 'lắm', 'nha anh', '=))']","['nghe', 'thì', 'nhu<space><space>', 'huyết', 'nhưng', 'cũng<space>', 'không', 'thuyết phục', 'lắm', 'nha anh', '=))']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8343,"['cái', 'này', 'thầy', 'live', 'lúc', 'nài', 'zay', 'tụi', 'bay']","['cái', 'này', 'thấy', 'live', 'lúc', 'này<space><space>', 'vậy<space>', 'tụi', 'bây']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8344,"['ý thức', 'như', 'cuối', 'đầu bài']","['ý thức', 'như', 'cuối', 'đầu bài']","['B-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T']"
8345,"['@username', 'phố', 'nhà', 'c', 'nè', '<unk>']","['@username', 'phố', 'nhà', 'cậu', 'nè', '<unk>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8346,"['thằng', 'ad', 'này', 'đầu', 'đéo', 'có', 'não', '.']","['thằng', 'ad', 'này', 'đầu', 'đéo', 'có', 'não', '.']","['B-T', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'B-T', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O', 'B-T']"
8346,"['bác', '@username', 'có', 'phải', 'siêu nhân', 'đéo', 'đâu', '.']","['bác', '@username', 'có', 'phải', 'siêu nhân', 'đéo', 'đâu', '.']","['B-T', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'B-T', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O', 'B-T']"
8346,"['mình', 'bác', 'thăng', 'thì', 'làm', 'được', 'đéo', 'gì', '.']","['mình', 'bác', 'thăng', 'thì', 'làm', 'được', 'đéo', 'gì', '.']","['B-T', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'B-T', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O', 'B-T']"
8346,"['chỉ', 'mình', 'thằng', 'ad', 'anh hùng', 'bàn phím', 'là', 'giỏi', 'thôi', 'dcmm']","['chỉ', 'mình', 'thằng', 'ad', 'anh hùng', 'bàn phím', 'là', 'giỏi', 'thôi', 'đcmm']","['B-T', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'B-T', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O', 'B-T']"
8347,"['ở', 'bất cứ', 'nơi', 'nào', 'những', 'người', 'như', '@username', 'đều', 'là', 'tài nguyên', 'của', 'quốc gia', 'nên', 'được', 'chăm sóc', 'bảo vệ', ',', 'nhưng', 'với', 'những', 'nước', 'cs', 'họ', 'bị', 'gọi', 'là', 'thành phần', 'phản động', ',', 'nguy hiểm', 'cho', 'an ninh', 'quốc gia', '.']","['ở', 'bất cứ', 'nơi', 'nào', 'những', 'người', 'như', '@username', 'đều', 'là', 'tài nguyên', 'của', 'quốc gia', 'nên', 'được', 'chăm sóc', 'bảo vệ', ',', 'nhưng', 'với', 'những', 'nước', 'cuộc', 'họ', 'bị', 'gọi', 'là', 'thành phần', 'phản động', ',', 'nguy hiểm', 'cho', 'an ninh', 'quốc gia', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O']"
8348,"['mấy', 'cái', 'thằng', 'này', '.']","['mấy', 'cái', 'thằng', 'này', '.']","['O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8348,"['chốt', 'chặn', 'làm', 'đéo', 'gì', '<unk>']","['chốt', 'ngăn', 'làm', 'đéo', 'gì', '<unk>']","['O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8348,"['cứ', 'để', 'nó', 'chạy', 'cho', 'ầm ầm', ',', 'đua', 'xe', ',', 'tông', 'chết', 'ng', 'các', 'kiểu', 'đi', 'chứ', '.']","['cứ', 'để', 'nó', 'chạy', 'cho', 'ầm ầm', ',', 'đua', 'xe', ',', 'tông', 'chết', 'người', 'các', 'kiểu', 'đi', 'chứ', '.']","['O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8348,"['chốt', 'làm gì', '?']","['chốt', 'làm gì', '?']","['O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8348,"['mang tiếng', '.']","['mang tiếng', '.']","['O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8349,"['trẻ', 'trâu', 'việt nam', 'lúc', 'này', ':']","['trẻ', 'trâu', 'việt nam', 'lúc', 'này', ':']","['B-T', 'I-T', 'O', 'O', 'O', 'O']"
8350,"['b52', 'bị', 'ngưng', 'sử dụng', '<unk>']","['b12', 'bị', 'ngừng<space><space>', 'sử dụng', '<unk>']","['O', 'O', 'O', 'O', 'O']"
8351,"['link', 'full', 'cho', 'anh em', 'đây', 'nha']","['link', 'full', 'cho', 'anh em', 'đây', 'nha']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
8352,"['cực kỳ', 'thuyết phục', '!']","['cực kỳ', 'thuyết phục', '!']","['O', 'O', 'O', 'O']"
8353,"['vẫn', 'đéo', 'hiểu', '2', 'câu', 'liên quan', 'lol', 'gì', 'đến', 'nhau']","['vẫn', 'đéo', 'hiểu', '2', 'câu', 'liên quan', 'lol', 'gì', 'đến', 'nhau']","['O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O']"
8354,"['xạo', 'lồn', 'sương', 'sương']","['xạo', 'lồn', 'sương', 'sương']","['B-T', 'I-T', 'O', 'O']"
8355,"['tôi', 'ba', 'oi', 'ba', 'đúng', 'no', 'qua', 'nhu', 'qua', 'đi', '...']","['tôi', 'bà', 'ơi<space>', 'bà', 'đúng', 'nợ', 'quá', 'như', 'quá', 'đi', '...']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8356,"['@username', 'thì', 'sao', '<unk>']","['@username', 'thì', 'sao', '<unk>']","['O', 'O', 'O', 'O', 'O', 'O']"
8357,"['ad', 'cho', 'hỏi', 'sao', 'bọn', 'nhà', 'đài', 'vtv24', 'có thể', 'làm', 'hiện', 'các', 'bình luận', 'tích cực', 'và', 'có', 'lợi', 'cho', 'nó', 'nhỉ', 'bl', 'phản bác', 'sẽ', 'tự', 'ẩn', '.']","['ad', 'cho', 'hỏi', 'sao', 'bọn', 'nhà', 'đài', 'vtv23', 'có thể', 'làm', 'hiện', 'các', 'bình luận', 'tích cực', 'và', 'có', 'lợi', 'cho', 'nó', 'nhỉ', 'bl', 'phản bác', 'sẽ', 'tự', 'ẩn', '.']","['O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8358,"['tiếng', 'rưỡi', 'chữ', 'nhiêu', '<unk>', '<unk>']","['tiếng', 'rưỡi', 'chữ', 'nhiêu', '<unk>', '<unk>']","['O', 'O', 'O', 'O', 'O']"
8359,"['ba', 'gia', 'nay', 'khong', 'duoc', 'binh', 'thuong', '...', 'hah', 'hah', '..', 'chac', 'bi', 'dut', 'may', 'day', '...']","['bà', 'gia', 'này', 'không<space>', 'được<space>', 'bình', 'thường<space>', '...', 'hâh', 'hàh', '..', 'chắc<space>', 'bị', 'dứt', 'máy', 'dây', '...']","['B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'O']"
8360,['@username'],['@username'],"['O', 'B-T']"
8361,"['nhiều', 'thằng', 'kêu', 'hư cấu', 'hay', 'chửi', 'ad', 'thì', 'hãy', 'nghe đâu', ':', 'chuyện', 'mất', 'đồ', 'ở', 'sân bay', 'k', 'phải', '1', 'lần', 'mà', 'cả', 'trăm', 'lần', 'rồi', ',', 'chắc', 'lũ', 'chúng mày', 'tai', 'điếc', 'mắt', 'mù', 'mới', 'đéo', 'biết', '<unk>']","['nhiều', 'thằng', 'kêu', 'hư cấu', 'hay', 'chửi', 'ad', 'thì', 'hãy', 'nghe đâu', ':', 'chuyện', 'mất', 'đồ', 'ở', 'sân bay', 'không', 'phải', '1', 'lần', 'mà', 'cả', 'trăm', 'lần', 'rồi', ',', 'chắc', 'lũ', 'chúng mày', 'tai', 'điếc', 'mắt', 'mù', 'mới', 'đéo', 'biết', '<unk>']","['O', 'B-T', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'B-T', 'I-T', 'I-T', 'I-T', 'O', 'B-T', 'O', 'O']"
8362,"['quả', 'demo', 'làm', 'e', 'k', 'ngủ', 'dc', '=))']","['quả', 'demo', 'làm', 'em', 'không', 'ngủ', 'được<space>', '=))']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8363,"['còn', 'nhớ', 'vụ', 'gài', 'đổi', '100usd', 'để', '""', 'tịch thu', '""', 'cả', 'tiệm', 'vàng', 'nhà', 'người', 'ta', 'năm', '2014', '!']","['còn', 'nhớ', 'vụ', 'gài', 'đổi', '100sd', 'để', '""', 'tịch thủ', '""', 'cả', 'tiệm', 'vàng', 'nhà', 'người', 'ta', 'năm', '2012', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8363,"['làm', 'cho', 'những ai', 'biết', 'chuyện', 'đều', 'liên tưởng', 'đến', 'chiến dịch', 'đánh', 'tư sản', 'x1', ',', 'x2', ',', 'x3', 'của', 'ông', 'nào', 'đó', 'ko', 'đáng', 'nhớ', '...']","['làm', 'cho', 'những ai', 'biết', 'chuyện', 'đều', 'liên tưởng', 'đến', 'chiến dịch', 'đánh', 'tư sản', 'x1', ',', 'x2', ',', 'x3', 'của', 'ông', 'nào', 'đó', 'không', 'đáng', 'nhớ', '...']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8364,"['mấy', 'tk', 'nhiều', 'tiền', 'có', 'khác', ',', 'lúc nào', 'cũng', 'dị', 'và', 'khác', 'ng', '<unk>']","['mấy', 'thằng khoản', 'nhiều', 'tiền', 'có', 'khác', ',', 'lúc nào', 'cũng', 'vậy', 'và', 'khác', 'người', '<unk>']","['O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O']"
8365,"['chị', '@username', 'khùng', 'nhìn', 'chị', 'buồn nôn']","['chị', '@username', 'khùng', 'nhìn', 'chị', 'buồn nôn']","['O', 'O', 'B-T', 'O', 'O', 'B-T', 'I-T']"
8366,"['thoáng', 'qua', 'tưởng', 'không', 'kéo', 'tia', 'quần', '若']","['thoáng', 'qua', 'tưởng', 'không', 'kéo', 'tia', 'quần', 'á<space>']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
8367,"['điểm danh', 'hội', 'người', 'yêu', '@username', 'cái', 'nhẹ', ':v']","['điểm danh', 'hội', 'người', 'yêu', '@username', 'cái', 'nhẹ', ':v']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8368,"['chết', 'là', 'phải', 'toàn', 'thành phần', 'óc', 'chó', 'đua', 'xe', 'không']","['chết', 'là', 'phải', 'toàn', 'thành phần', 'óc', 'chó', 'đua', 'xe', 'không']","['B-T', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O']"
8369,"['dùng', 'kem', 'đánh', 'răng', 'p', '/', 's', 'cùng', '@username', 'để', 'có', 'nụ', 'cười', 'toả', 'nắng']","['dùng', 'kem', 'đánh', 'răng', 'p', 'ảnh', '<space>', 'cùng', '@username', 'để', 'có', 'nụ', 'cười', 'toả', 'nắng']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8370,"['đang', 'nói', 'đến', 'sự', 'bịa đặt', 'của', 'từ thiên', 'đường', 'xã hội chủ nghĩa', '.']","['đang', 'nói', 'đến', 'sự', 'bịa đặt', 'của', 'từ thiên', 'đường', 'xã hội chủ nghĩa', '.']","['O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'O']"
8370,"['lại', 'tổ', 'lái', 'sang', 'từ', 'khác', 'để', 'lấp liếm', 'à', '.']","['lại', 'tổ', 'lái', 'sang', 'từ', 'khác', 'để', 'lấp liếm', 'à', '.']","['O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'O']"
8370,"['thôi', 'trả lời', 'đi', ',', 'có', 'tài liệu', 'nào', 'chứng minh', 'từ', 'này', 'có', 'ko', '.']","['thôi', 'trả lời', 'đi', ',', 'có', 'tài liệu', 'nào', 'chứng minh', 'từ', 'này', 'có', 'không', '.']","['O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'O']"
8370,"['hay', 'toàn', 'từ', 'mồm', 'bọn', 'chống', 'cộng', 'ra']","['hay', 'toàn', 'từ', 'mồm', 'bọn', 'chống', 'cộng', 'ra']","['O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'O']"
8371,"['nhớ', 'ngay', 'xưa', 'vụ', 'gján', 'đjệp', 'mỹ', 'dẫn', 'đến', 'sự', 'sup', 'đổ', 'của', 'ljên', 'xô', '!']","['nhớ', 'ngay', 'xưa', 'vụ', 'g đẹp', 'trai<space>p mỹ', 'dẫn', 'đến', 'sự', 'rơi', 'đổ', 'của', 'l', '<space><space> x', 'ô !']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8372,"['du học sinh', 'úc', '<unk>']","['du học sinh', 'úc', '<unk>']","['O', 'O', 'O', 'O', 'O']"
8373,"['@username', 'nghĩ', 'sao', 'về', '@username', '<unk>']","['@username', 'nghĩ', 'sao', 'về', '@username', '<unk>']","['O', 'O', 'O', 'O', 'O', 'O']"
8374,"['@username', 'đang', 'giận']","['@username', 'đang', 'giận']","['O', 'O', 'O']"
8375,"['thầy', 'ao', 'đen', 'đó', 'là', 'bê', 'đơi', 'oh']","['thấy<space><space>', 'áo', 'đến', 'đó', 'là', 'bê', 'đơ<space>', 'à']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8376,"['việt nam', 'cố', 'lên', '<unk>']","['việt nam', 'cố', 'lên', '<unk>']","['O', 'O', 'O', 'O']"
8377,"['đéo', 'thấy', 'thằng', 'nào', 'bị', 'tử hình', '...']","['đéo', 'thấy', 'thằng', 'nào', 'bị', 'tử hình', '...']","['B-T', 'O', 'B-T', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'B-T', 'O', 'B-T', 'I-T', 'I-T', 'O', 'O', 'B-T', 'O', 'B-T', 'I-T', 'I-T', 'O', 'O', 'O', 'B-T', 'B-T', 'O', 'B-T', 'O', 'B-T']"
8377,"['vì', 'các', 'nghìn', 'tỷ', 'được', 'bỏ túi', 'đều', '...']","['vì', 'các', 'nghìn', 'tỷ', 'được', 'bỏ túi', 'đều', '...']","['B-T', 'O', 'B-T', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'B-T', 'O', 'B-T', 'I-T', 'I-T', 'O', 'O', 'B-T', 'O', 'B-T', 'I-T', 'I-T', 'O', 'O', 'O', 'B-T', 'B-T', 'O', 'B-T', 'O', 'B-T']"
8377,"['bọn', 'này', 'ăn', 'nghìn', 'tỷ', 'chỗ', 'này', '...']","['bọn', 'này', 'ăn', 'nghìn', 'tỷ', 'chỗ', 'này', '...']","['B-T', 'O', 'B-T', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'B-T', 'O', 'B-T', 'I-T', 'I-T', 'O', 'O', 'B-T', 'O', 'B-T', 'I-T', 'I-T', 'O', 'O', 'O', 'B-T', 'B-T', 'O', 'B-T', 'O', 'B-T']"
8377,"['bọn', 'kia', 'ăn', 'nghìn', 'tỷ', 'chỗ', 'khác', '...']","['bọn', 'kia', 'ăn', 'nghìn', 'tỷ', 'chỗ', 'khác', '...']","['B-T', 'O', 'B-T', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'B-T', 'O', 'B-T', 'I-T', 'I-T', 'O', 'O', 'B-T', 'O', 'B-T', 'I-T', 'I-T', 'O', 'O', 'O', 'B-T', 'B-T', 'O', 'B-T', 'O', 'B-T']"
8377,"['1', 'thằng', 'chết', 'là', 'chết', 'cả', 'lũ']","['1', 'thằng', 'chết', 'là', 'chết', 'cả', 'lũ']","['B-T', 'O', 'B-T', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'B-T', 'O', 'B-T', 'I-T', 'I-T', 'O', 'O', 'B-T', 'O', 'B-T', 'I-T', 'I-T', 'O', 'O', 'O', 'B-T', 'B-T', 'O', 'B-T', 'O', 'B-T']"
